"distribution: [0,0,0,1,1,1,2,2,3,3,2,2]"
"words: 50"
"errors: 2144"
"haskell demerits lower: 2144"
"seeds: "
"Haskell lower 6009205448225366152, 1021635173161217263"
"Equal 8154816859308355427, 571152022971136628"
"Equal -9150850565018208820, -4913636224158981613"
"Equal 5886743141845943302, 929506744095501533"
"Haskell lower 8122305617661262851, 8522299242622193776"
"Equal -7126489216313874814, 5568643132397895397"
"Equal -1539665674517398061, -302345317573969108"
"Equal -2321997484051637087, -765624754252233738"
"Haskell lower -3469913528784915193, -1968734784722108373"
"Equal -3219736140428275328, 8592022766113434790"
"Equal -8363168761689652546, 7781669136482706959"
"Equal -7408159851737483952, -5500732223815621353"
"Equal -1215210899123310360, -4440055596561323462"
"Equal -1790838876849426557, -2899891459053634069"
"Equal 8407253777898646254, 6018620000204119802"
"Equal -357204672927937606, -155485777901095333"
"Haskell lower 6926328234299962128, 4579490395889909977"
"Equal 3505965273408120133, -8870869964969048298"
"Equal 1657166817171954562, 7941722824186450476"
"Equal -1212671312618340316, -8228081541336810080"
"Equal 1042826440012462316, -5909346358593045774"
"Equal -2811954863904789007, -1895286222571310317"
"Equal 3127146248283735895, 3020868091615891547"
"Equal 8417529308404358534, 8673692598154131343"
"Equal -6301817827210559002, -6628831885790258119"
"Equal -6556052626505652810, 2549561019593627511"
"Equal -2588201252631256949, 8919080457742445761"
"Haskell lower -6315689761719265320, 594991903409388405"
"Equal -3581183614869403509, 6374703022882284282"
"Equal -6145160894405418962, 1269992001325039697"
"Equal 1144565012215018152, 2159280616235725713"
"Equal 1503177916014477286, -6577037907817862327"
"Equal -4023545256880424503, -3578200620774743670"
"Equal -2842663792576168779, -3199133395084531216"
"Equal -260879357966346669, -8565493111181963096"
"Haskell lower -3044498898801296413, -2097182700641346013"
"Equal -1160053969820137995, 8850691560507357935"
"Equal -7125980274257253005, -5487699985800063910"
"Equal -2826230426663292956, -2144781820114577743"
"Equal -7078659898527249557, 6088215294538641741"
"Equal 7401367558531704247, 1028625907289185860"
"Haskell lower 8834476822116593134, -2745452787166166487"
"Equal 1814610401578006703, -5338175304929328598"
"Equal -4943086859100675110, 1889017661251612144"
"Equal -8145245844847304408, -123361818365423648"
"Haskell lower -4919292970178861829, -1714238373942932883"
"Equal -2804824401445573876, -3632365264103330968"
"Haskell lower 102350262401301237, 528047132269773436"
"Haskell lower 4828258713903390228, -9128282922648061862"
"Equal 4480546563234421616, -7265594653985142866"
"Equal 5705199871729613153, 6785673696294410524"
"Equal 46129604303347964, 3520523326013054730"
"Equal -7411476190844091171, -1106142900525358709"
"Equal 8559547769543910495, 198501029081816572"
"Equal -7089541618543223994, 6995775674790851630"
"Equal 6283034625478322835, -5793773605806141971"
"Equal 794752806026581618, -8505983088278401798"
"Equal 4986362405953871260, -2659871547188757829"
"Haskell lower 5997988877438905383, 4267535808579427177"
"Equal -346059424679587901, 4345437743864146601"
"Haskell lower 2246561286852917414, 804443109805905145"
"Equal -1952273743137154918, 6010248701970743192"
"Haskell lower -6412430785600319788, -5156574674246655388"
"Equal 5912943052354309422, -277741756731948521"
"Equal -812881796976016370, -3812426463875952251"
"Equal -7047586128314647543, -931518285571782284"
"Equal 5217300401257946036, -8896188233604762505"
"Haskell lower 7140325823111001993, -9134603245076469879"
"Haskell lower -6130158764990834158, 6276064191212663972"
"Equal 5424361329213717114, -439285268276477212"
"Haskell lower -441309725276146938, 1573427934936124317"
"Equal -6671525532183119220, 5408758320201620599"
"Equal -7360048296581806616, -5420309083105173298"
"Equal -9091020508950386544, 1979166410419234907"
"Equal 747653530749493796, 1950273042691630721"
"Equal 2458505339701619460, -7387082073709225776"
"Equal -4082725659650264845, -7485988335001429388"
"Equal 7343487540116828093, -3927649305349187244"
"Equal 5555251688098000178, -4953042423340237027"
"Equal -1721307321202869191, -4452800210327570437"
"Equal -5956764225644931153, 4654271860471403379"
"Equal 1617387049440126549, -6430323502265392065"
"Haskell lower 6574356284784342966, 4697706561476236352"
"Equal 2237558204722244673, -3348306613169190514"
"Equal 1740687285447393467, -8560383596017587808"
"Equal -6935362133481908618, -7038050512039295298"
"Equal 1189901605695580174, 2754854654272365050"
"Haskell lower 1461541763472517858, -6146492179350128117"
"Haskell lower 4538987402929124484, -4175331856972261873"
"Equal -5757054857240739227, 8611088289081336225"
"Equal -1396421505939241960, -1157218955869361969"
"Equal -7386973199367309949, 1682970604813351184"
"Haskell lower -4037729027179451540, 3502801401629826196"
"Equal 8829771005410971619, 975697628185100456"
"Equal 6224926415387282119, -8547628790068017379"
"Equal -5739947835785912238, -7377191201931436520"
"Haskell lower -1399301295422625721, 3567536447703609140"
"Equal -2590135833724697112, 1184384490519450090"
"Equal 7720668701775693450, 8958906517222688283"
"Equal -4820292187900641078, 5987291849379857220"
"Equal 2791813053409741377, -5213078480742652923"
"Equal -1771212553926051981, 2784956208799023884"
"Equal -6042441301280795370, 2227137352431576052"
"Equal 8309899655329340823, -1939372830513196732"
"Equal 5178249159069874542, 7981160276477795354"
"Haskell lower 2904250254571104503, -6948072688123074701"
"Equal 2828498006289575541, 2196994540868245315"
"Equal -8541243178251367519, 869128941174074782"
"Equal -948442658476815366, -3843425421509765143"
"Equal -1359552842488606643, 5557888776718410573"
"Equal -2203373496441056515, -480006477336707924"
"Equal 4870050558179916869, -267380219504889920"
"Haskell lower -2018761001476072799, -6554966666647793487"
"Equal 6827672187500449141, -8296816646549483280"
"Equal 8089112396965058886, 3626544277579381604"
"Equal 5349919391321637055, -3459851894184950955"
"Equal -7879685739326831682, 4049484282796952419"
"Haskell lower 2735728869493433898, -7360462055086300230"
"Equal -2529343093817909853, 4072205261003287626"
"Equal -38312142235524031, 7449406081060837429"
"Equal -2026278479531537782, 4644179538010301585"
"Equal -8004725087167081980, -7430506631288448137"
"Equal -2043499828550760467, -7793401447308533496"
"Equal -4814912828916796662, -6872053292940663050"
"Equal 162559179688515862, -7109132897278575652"
"Equal 4539837458203141392, -8267017911699788542"
"Equal 4055339648030833742, 3543967024348369894"
"Equal 6162989121387300877, -8338709645477837002"
"Equal 7291790148218786622, -939526551926431553"
"Equal -6822068840808643369, -1277452972977788845"
"Equal 2045746760001462514, 6424809762575389628"
"Equal -5934529833225664567, 2643021135567518672"
"Equal 6993866595026075666, -7738226151855979703"
"Equal -1220622386472971119, -6449916365877273342"
"Equal 6041327954377133507, -1358092740856216872"
"Haskell lower 7459867532595212538, 6645321219424161205"
"Equal -2380931207048612527, 6572040721154264753"
"Equal -396705894939791455, -2220020722285157144"
"Haskell lower 5709422682333115630, 7492908774931621771"
"Haskell lower 6739808776946786189, 5833813300711293053"
"Equal 4217705459829570666, -6312765709771830415"
"Haskell lower 5541228215618264122, 8145403559779019943"
"Equal 4295534539419008945, 1646178997792942225"
"Haskell lower -5182846578028564924, -4843420037798231181"
"Equal 4569307350792678891, -6056285584480429688"
"Equal -7387499177237178175, 679081240241158602"
"Equal -3192170078832218518, 1157499104820985356"
"Haskell lower 308818949681833601, -4043180807635088040"
"Haskell lower -8153785326075164058, -3173643940453240301"
"Equal 2106614269316889614, 3726403711534484132"
"Equal 9065833127389276216, -1136935925746590102"
"Equal -395294665408559865, 3728412994456571887"
"Haskell lower -4232705400569913115, -4376749675062055206"
"Equal 8212273146333637347, 5408914683801272197"
"Equal -1197125281839953932, 9150572198894433608"
"Haskell lower 927389509289310451, 7713924252582865501"
"Equal 4927349465989091559, 7822696246484191944"
"Equal -3826294678548799201, -3034279013457669832"
"Equal 510035135142323084, -769995954083758307"
"Equal 3422422872145863453, 5328967369106931506"
"Haskell lower 18066004601108215, 6234380011115054493"
"Equal 5092610881825955040, 8318230401122570638"
"Equal 3046247654363048183, -513539933142852229"
"Equal -4582031474150047077, 3578615953355432586"
"Equal -707465033878440332, -2883972958421442821"
"Equal -3467289795685938070, -9117108485735335427"
"Equal -2643689097956445123, 1631329143986385811"
"Equal -9015398906783296638, 4254693552909995436"
"Equal -1470613948302937078, 8703683282933975666"
"Equal 4940467424489600334, -6921322990385214433"
"Equal -8958500471433132471, 3700648222213436085"
"Equal 7404260243405393395, 4427279544540653354"
"Equal -1712973073868699613, -5781906129726244343"
"Equal 2730917061720748383, 8975235200237608540"
"Equal -6004546949245716231, -98104819664791659"
"Equal -6824733385475707652, -3044279403979400497"
"Equal -8517447369464370341, 8774556214323871959"
"Equal 3099156007280952413, -5629579557703582995"
"Equal 8900592166933553248, 7468929743480864628"
"Equal 1138347219907649561, -5016423743293751068"
"Equal 1457101571508243619, 6170078036276398844"
"Equal -9138393185109593869, -2282797733462534642"
"Haskell lower -9133711085927470131, -1722688185571798623"
"Haskell lower 7577469574651436387, -6346177604939997762"
"Equal -3358821213615980050, -2179161403258681494"
"Haskell lower 8304125149543459108, 6479135243574650466"
"Equal -7116629868785794577, -1193968589361502857"
"Equal 1262126936416083575, 2267584827680476207"
"Equal 4055030864872074542, -4307223543834945459"
"Equal 483248595056780417, -2608118975087788312"
"Equal 3106963599565156224, 4698872126701745829"
"Haskell lower 4047041701532346064, -8673246376827245144"
"Equal -2173938195387796431, 4179559265301946495"
"Equal -7384860729216005948, 1585612299560836580"
"Equal 4743662689812331192, -7709978150252061898"
"Equal -183471026511902619, -6359979904642912534"
"Equal -7438786517293915017, 3962240102963990047"
"Equal -1092985598098078179, 6683032257233875773"
"Equal -3503890555753324861, -4494061688117987431"
"Haskell lower -4963989985600562623, -3470013586393393994"
"Equal -1931285026405942959, 221074192634978073"
"Haskell lower -3786732681164474062, -824871390391020988"
"Equal -7120604255169370889, 574031998152988257"
"Equal -1315887203004181771, 1420146381584702019"
"Equal 7005341982379924951, 8964343965341465618"
"Equal 4712254820581896091, 6917283474697751421"
"Equal 4321318720538973134, 3249820829256391833"
"Equal -2028106121484661088, 7514451621442478133"
"Equal -3457881702849973651, 7404471467990605997"
"Equal 5862367448820449805, 2963361866031245810"
"Equal 8455641342167376296, 7008976830958067443"
"Equal -8379466667491832608, -5206655070600908863"
"Haskell lower -2123499296963475788, 7902036730546474848"
"Equal -4235165617657653253, -6182329959921735414"
"Equal 1193403002304647165, 4773808873091887497"
"Equal 5925567239169059727, 5402583510437270130"
"Equal 5716393760705454157, 760549015359545841"
"Haskell lower 2226710445190211599, -3544875259260967226"
"Equal 1454609487777206988, 1703909728588280974"
"Equal -8219448649818487385, 5270049580820105633"
"Equal -8925456642571212306, 1092822562213115967"
"Haskell lower 1225153997731601784, 599527740115157900"
"Equal -6659423406510830319, 988852734352932635"
"Equal -8297107035132700950, 2773500825217886597"
"Equal 1170459203387037791, -3963567296295328204"
"Equal -3605148345409077928, 7308553560055836631"
"Haskell lower -1510001084812438523, -2192243512596544604"
"Equal -5097548891074945709, 5130216688578094003"
"Equal -6761462630317689791, 2281302681924974957"
"Equal 4909116432664798848, -5021346705390543461"
"Equal 6425215022365060482, 796537737887507164"
"Haskell lower -4485703004874890920, -990055458967387294"
"Equal -3176190842224675564, 2717654275635119174"
"Equal 3665428796411925837, -636285906085297141"
"Haskell lower -5246869789333962922, 6143798784922653903"
"Haskell lower -5498414439993066706, 2989439825576131466"
"Equal 6745156375882604564, -9104639728260260303"
"Haskell lower 2402384898855802412, 6928779123398361185"
"Equal 1213186016818250446, -3466609447762804349"
"Haskell lower -8358852595759917877, -3593422403244533465"
"Equal -1283162281727145856, -8288978687272826191"
"Equal 143538124346479408, -5017496804410721836"
"Equal -5142988771545983839, -829857875996195416"
"Haskell lower 8575718049703108169, -3329751630115630566"
"Equal 8187332904494420228, 2646376845214833772"
"Equal 2063833495584310287, -3654132328996208234"
"Equal -6296879406147573067, -2896818241218803795"
"Haskell lower -6883391887775738889, -8946877893014528864"
"Equal 9149681235514972857, 3582470096460512989"
"Equal 7290623871881409350, -5163328721711790835"
"Haskell lower 4100596127752865218, -2847844333562620319"
"Equal -4000351060886788919, 4577244911733418818"
"Equal -3307063073488524250, 2593427853201313240"
"Equal 6342534365278974739, -5953828548511397736"
"Equal 2629286419133220888, -4320436392631383459"
"Equal 7160783301055878121, 303729512156425982"
"Haskell lower -3401898798932450531, -7480383413132023429"
"Equal 1334729609712049940, 3765737225640970326"
"Haskell lower -939618149964011951, -601672253099253056"
"Equal 2960218438515248228, 329990025053656105"
"Equal -3141629374930098464, -6179284247723411151"
"Equal 4613138784809918336, -5691150477235535635"
"Equal 6333456503948634080, -7252775372438101367"
"Equal 3403575556888837126, -7491518930420349664"
"Equal -1457628572485100274, 1936768768601971850"
"Equal -2918821837664044026, -5060383959319001275"
"Equal 5855835721771859444, -3645675938449763837"
"Equal 3848163156118282490, 9192826276882117171"
"Equal 9067150271287868561, -9146059578715458446"
"Equal 6861340280563712047, 2590588042157074036"
"Equal 1326147268150654953, -3308609931214891315"
"Equal 3954515781814506848, -6417130780933401429"
"Haskell lower 5974073297401748968, -5648976858262700908"
"Equal 5535500722513477228, 3558654807277106405"
"Equal -6351367874472101636, -8183248083874608166"
"Equal -1011001620717098148, -8363370410039397505"
"Haskell lower 3229974734483357556, -6356163043303158714"
"Equal 6972936866338225332, 4952702663807688702"
"Equal -3972858010891720158, -8426623501618040132"
"Equal 8199917190787960274, 7545071333409442165"
"Equal 9191164363254641486, 2520011296597329577"
"Haskell lower 7053739843105453568, -7933978014576768772"
"Equal -5819167089614240304, -3113996813545877457"
